緯度,経度,測定局コード,測定局名称,所在地,測定局種別,問い合わせ先,都道府県コード
35.361389,140.011389,12481070,袖ケ浦吉野田,袖ケ浦市吉野田１９８,一般局,千葉県,12
35.386944,140.036944,12481080,袖ケ浦横田,袖ケ浦市横田５００,一般局,千葉県,12
35.421111,140.072222,12481090,袖ケ浦川原井,袖ケ浦市川原井１８７１－１１,一般局,千葉県,12
35.444444,140.006944,12481160,袖ケ浦長浦,袖ケ浦市長浦駅前６－１－４,一般局,千葉県,12
35.431667,139.973611,12481510,袖ケ浦福王台(車）,袖ケ浦市福王台４－１０－４,自排局,千葉県,12
35.418333,140.018889,12481520,袖ケ浦大曽根（車）,袖ケ浦市大曽根１９９０,自排局,千葉県,12
35.688889,139.772222,13101010,千代田区神田司町,千代田区神田司町２丁目２番地,一般局,東京都,13
35.672222,139.761111,13101510,日比谷交差点,千代田区,自排局,東京都,13
35.669444,139.756389,13101520,国設霞が関,千代田区,自排局,環境省,13
35.652778,139.783333,13102010,中央区晴海,中央区晴海三丁目６番１号,一般局,東京都,13
35.675000,139.786111,13102510,永代通り新川,中央区新川一丁目３番１号,自排局,東京都,13
35.633333,139.741667,13103510,第一京浜高輪,港区高輪２－２０,自排局,東京都,13
35.677778,139.716667,13104010,国設東京（新宿）,新宿区内藤町１１,一般局,環境省,13
35.681389,139.718611,13104540,国設新宿,新宿区内藤町１１,自排局,環境省,13
35.713889,139.705556,13104550,新目白通り下落合,新宿区下落合二丁目２番地先,自排局,東京都,13
35.730556,139.758333,13105010,文京区本駒込,文京区本駒込四丁目35番15号,一般局,東京都,13
35.725000,139.797222,13106520,明治通り大関横丁,台東区三ノ輪２－５地先,自排局,東京都,13
35.716667,139.816667,13107520,水戸街道東向島,墨田区東向島１－３４,自排局,東京都,13
35.686111,139.830556,13108010,江東区大島,江東区大島３－１－３,一般局,東京都,13
35.630556,139.780556,13108020,港区台場,港区台場１－３－１,一般局,東京都,13
35.694444,139.838889,13108520,京葉道路亀戸,江東区亀戸７－４２,自排局,東京都,13
35.647222,139.813889,13108530,三ツ目通り辰巳,江東区辰巳一丁目９番地先,自排局,東京都,13
35.608333,139.725000,13109010,品川区豊町,品川区豊町２－１－２０,一般局,東京都,13
35.597222,139.755556,13109030,品川区八潮,品川区八潮５－１１－１７,一般局,東京都,13
35.613889,139.744444,13109510,北品川交差点,品川区北品川３－１１－２２,自排局,東京都,13
35.616667,139.722222,13109520,中原口交差点,品川区西五反田７－２５－１,自排局,東京都,13
35.616667,139.686111,13110010,目黒区碑文谷,目黒区碑文谷４－１９－２５,一般局,東京都,13
35.650000,139.691667,13110510,山手通り大坂橋,目黒区青葉台３－６,自排局,東京都,13
35.620278,139.681667,13110530,環七通り柿の木坂,目黒区柿の木坂１－１－４,自排局,東京都,13
35.555556,139.741667,13111010,大田区東糀谷,大田区東糀谷１－２１－１５,一般局,東京都,13
35.591667,139.713889,13111520,環七通り松原橋,大田区中馬込２－１７先,自排局,東京都,13
35.597222,139.697222,13111530,中原街道南千束,大田区南千束１－３３－１,自排局,東京都,13
35.644444,139.655556,13112010,世田谷区世田谷,世田谷区世田谷４－２１－２７,一般局,東京都,13
35.633333,139.666667,13112510,玉川通り上馬,世田谷区上馬４－１－３,自排局,東京都,13
35.661111,139.616667,13112520,環八通り八幡山,世田谷区粕谷２－１９,自排局,東京都,13
35.661111,139.702778,13113010,渋谷区宇田川町,渋谷区宇田川町１－１,一般局,東京都,13
35.669444,139.663889,13113510,甲州街道大原,渋谷区笹塚１－６４－１９,自排局,東京都,13
35.716667,139.647222,13114010,中野区若宮,中野区若宮三丁目53番,一般局,東京都,13
35.686111,139.605556,13115010,杉並区久我山,杉並区久我山５－３６－１７,一般局,東京都,13
35.716667,139.622222,13115550,早稲田通り下井草,杉並区下井草四丁目３番１号,自排局,東京都,13
35.763889,139.738889,13117520,北本通り王子,北区王子５丁目２９番,自排局,東京都,13
35.730556,139.791667,13118010,荒川区南千住,荒川区南千住１－４－１１,一般局,東京都,13
35.753611,139.707500,13119010,板橋区氷川町,板橋区氷川町１３－１,一般局,東京都,13
35.758333,139.708333,13119510,中山道大和町,板橋区大和町１４－１２,自排局,東京都,13
35.761111,139.666667,13120010,練馬区北町,練馬区北町１－１４－１１,一般局,東京都,13
35.733333,139.602778,13120020,練馬区石神井台,練馬区石神井町５－２４地先,一般局,東京都,13
35.777778,139.780556,13121010,足立区西新井,足立区西新井６－２１－３,一般局,東京都,13
35.772222,139.805556,13121510,日光街道梅島,足立区中央本町１－１７,自排局,東京都,13
35.741667,139.880556,13122010,葛飾区鎌倉,葛飾区鎌倉２丁目２１番４号,一般局,東京都,13
35.761111,139.855556,13122520,環七通り亀有,葛飾区亀有二丁目７５番１号,自排局,東京都,13
35.705556,139.888889,13123010,江戸川区鹿骨,江戸川区鹿骨１－１５－１,一般局,東京都,13
35.677778,139.880556,13123020,江戸川区春江町,江戸川区春江町５－３ー３,一般局,東京都,13
35.650000,139.872222,13123030,江戸川区南葛西,江戸川区南葛西１－１１－１,一般局,東京都,13
35.641667,139.341667,13201020,八王子市片倉町,八王子市片倉町５５３番地,一般局,東京都,13
35.691667,139.422222,13202010,立川市泉町,立川市泉町１１５６－９,一般局,東京都,13
35.711111,139.558333,13203010,武蔵野市関前,武蔵野市関前３－２－２０,一般局,東京都,13
35.708333,139.541667,13203510,五日市街道武蔵境,武蔵野市関前５－２１,自排局,東京都,13
35.688889,139.563889,13204510,連雀通り下連雀,三鷹市下連雀７丁目１５番４号,自排局,東京都,13
35.786111,139.277778,13205010,青梅市東青梅,青梅市東青梅１－１１－１,一般局,東京都,13
35.665556,139.442222,13206010,府中市四谷,府中市四谷４－１６－４,一般局,東京都,13
35.663889,139.558333,13208020,調布市深大寺南町,調布市深大寺南町４－１６－２３,一般局,東京都,13
35.548889,139.451944,13209010,町田市金森,町田市金森1-22,一般局,東京都,13
35.588889,139.486111,13209020,町田市能ケ谷町,町田市能ケ谷町１５１２,一般局,東京都,13
35.697222,139.505556,13210010,小金井市本町,小金井市本町６－６－３,一般局,東京都,13
35.725000,139.480556,13211010,小平市小川町,小平市小川町２－１３２５,一般局,東京都,13
35.652778,139.436111,13212520,川崎街道百草園,日野市落川９４６番地先,自排局,東京都,13
35.750000,139.469444,13213510,新青梅街道東村山,東村山市本町１－１０先,自排局,東京都,13
35.677778,139.436111,13215510,甲州街道国立,国立市谷保６２０８,自排局,東京都,13
35.722222,139.541667,13216010,西東京市南町,西東京市南町５－６－１３,一般局,東京都,13
35.722222,139.555556,13217510,青梅街道柳沢,西東京市柳沢２－１８先,自排局,東京都,13
35.736111,139.330556,13218010,福生市本町,福生市本町５,一般局,東京都,13
35.630556,139.575000,13219010,狛江市中和泉,狛江市中和泉３－４－１０,一般局,東京都,13
35.747222,139.427778,13220010,東大和市奈良橋,東大和市奈良橋４－５７３,一般局,東京都,13
35.777778,139.525000,13221010,清瀬市上清戸,清瀬市上清戸２－６－４１,一般局,東京都,13
35.750000,139.519444,13222510,小金井街道東久留米,東久留米市中央町６－９－１,自排局,東京都,13
35.630556,139.436111,13224010,多摩市愛宕,多摩市愛宕１－６５－１,一般局,東京都,13
35.772222,139.338889,13303520,東京環状長岡,西多摩郡瑞穂町長岡１－１０,自排局,東京都,13
35.500278,139.684722,14101010,鶴見区潮田交流プラザ,横浜市鶴見区本町通４－１７１－２３,一般局,横浜市,14
35.495556,139.671389,14101020,鶴見区生麦小学校,横浜市鶴見区生麦４－１５－１,一般局,横浜市,14
35.522778,139.674722,14101520,鶴見区下末吉小学校,横浜市鶴見区下末吉２－２５－６,自排局,横浜市,14
35.477222,139.629167,14102010,神奈川区総合庁舎,横浜市神奈川区広台太田町３－８,一般局,横浜市,14
35.457778,139.615278,14103010,西区平沼小学校,横浜市西区平沼２－１１－３６,一般局,横浜市,14
35.465556,139.611667,14103510,西区浅間下交差点,横浜市西区浅間町１－１６,自排局,横浜市,14
35.420000,139.648056,14104020,中区加曽台,横浜市中区根岸加曽台１－１,一般局,横浜市,14
35.414444,139.661667,14104030,中区本牧,横浜市中区本牧大里町１５５－１８,一般局,横浜市,14
35.432778,139.608889,14105020,南区横浜商業高校,横浜市南区南太田２－３０－１,一般局,横浜市,14
35.451111,139.585833,14106010,保土ヶ谷区桜丘高校,横浜市保土ヶ谷区桜ヶ丘２－１５－１,一般局,横浜市,14
35.402222,139.618056,14107010,磯子区総合庁舎,横浜市磯子区磯子３－５－１,一般局,横浜市,14
35.420556,139.625000,14107520,磯子区滝頭,横浜市磯子区滝頭３－１－６８,自排局,横浜市,14
35.362222,139.633333,14108020,金沢区長浜,横浜市金沢区富岡東６－１６－１,一般局,横浜市,14
35.519167,139.633333,14109040,港北区総合庁舎,横浜市港北区大豆戸町２６－１,一般局,横浜市,14
35.397778,139.514444,14110050,戸塚区汲沢小学校,横浜市戸塚区汲沢３－６－１,一般局,横浜市,14
35.398611,139.527778,14110510,戸塚区矢沢交差点,横浜市戸塚区戸塚町４２７２,自排局,横浜市,14
35.389167,139.571389,14111020,港南区野庭中央公園,横浜市港南区野庭町613,一般局,横浜市,14
35.401111,139.590556,14111520,港南中学校,横浜市港南区港南中央通６－１,自排局,横浜市,14
35.472222,139.551389,14112020,旭区鶴ヶ峯小学校,横浜市旭区鶴ヶ峰町１－４２,一般局,横浜市,14
35.485556,139.521944,14112510,旭区都岡小学校,横浜市旭区都岡町４－８,自排局,横浜市,14
35.516111,139.526944,14113020,緑区三保小学校,横浜市緑区三保町１８６７,一般局,横浜市,14
35.540000,139.514722,14113510,青葉台,横浜市青葉区しらとり台５,自排局,横浜市,14
35.536111,139.568056,14113520,資源循環都筑工場前,横浜市都筑区平台２７－１,自排局,横浜市,14
35.457500,139.486111,14114020,瀬谷区南瀬谷小学校,横浜市瀬谷区南瀬谷１－１－１,一般局,横浜市,14
35.358611,139.572500,14115010,栄区上郷小学校,横浜市栄区犬山町６－１,一般局,横浜市,14
35.417500,139.488611,14116010,泉区総合庁舎,横浜市泉区和泉町４６３６－２,一般局,横浜市,14
35.552500,139.537222,14117010,青葉区総合庁舎,横浜市青葉区市ヶ尾町３１－４,一般局,横浜市,14
35.544722,139.570278,14118010,都筑区総合庁舎,横浜市都筑区茅ヶ崎中央３２－１,一般局,横浜市,14
35.532778,139.734167,14131020,川崎区役所大師支所,川崎市川崎区東門前２－１－１,一般局,川崎市,14
35.515000,139.712222,14131030,国設川崎,川崎市川崎区田島町２０－５,一般局,環境省,14
35.518056,139.732778,14131530,池上新田公園前,川崎市川崎区池上町３,自排局,川崎市,14
35.540556,139.694722,14132510,遠藤町交差点,川崎市幸区遠藤町１,自排局,川崎市,14
35.572778,139.659167,14133010,中原区地域支援みまもりセンター,川崎市中原区小杉町３－２４５,一般局,川崎市,14
35.563611,139.660833,14133520,中原平和公園,川崎市中原区木月住吉町３３－１,自排局,川崎市,14
35.595556,139.617222,14134010,生活文化会館,川崎市高津区溝口１－６－１０,一般局,川崎市,14
35.605000,139.617500,14134530,二子,川崎市高津区溝口５－１５－７,自排局,川崎市,14
35.598889,139.518889,14135070,弘法松公園,川崎市麻生区百合丘２－１０,一般局,川崎市,14
35.618611,139.562500,14135080,登戸小学校,川崎市多摩区登戸１３２９,一般局,川崎市,14
35.588056,139.500556,14135530,柿生,川崎市麻生区片平２－３０－７,自排局,川崎市,14
35.609444,139.573333,14135540,本村橋,川崎市多摩区宿河原２－５９－２,自排局,川崎市,14
35.314444,139.634722,14201020,追浜行政センター,横須賀市夏島町９,一般局,横須賀市,14
35.219444,139.631667,14201040,西行政センター,横須賀市長坂１－２－２,一般局,横須賀市,14
35.225000,139.708333,14201050,久里浜行政センター,横須賀市久里浜６－１４－２,一般局,横須賀市,14
35.329722,139.359167,14203510,松原歩道橋,平塚市天沼２－５,自排局,平塚市,14
35.316111,139.550000,14204010,鎌倉市役所,鎌倉市御成町１８－１０,一般局,神奈川県,14
35.349722,139.520556,14204530,鎌倉市岡本,鎌倉市岡本１０１８,自排局,神奈川県,14
35.335556,139.495000,14205010,藤沢市役所,藤沢市朝日町１－１,一般局,藤沢市,14
35.400833,139.468056,14205030,湘南台小学校,藤沢市湘南台5-23,一般局,藤沢市,14
35.408611,139.432222,14205040,御所見小学校,藤沢市打戻１９０２,一般局,藤沢市,14
35.342500,139.490000,14205510,藤沢橋,藤沢市藤沢１－１,自排局,藤沢市,14
35.261111,139.155556,14206010,小田原市役所,小田原市荻窪３００,一般局,神奈川県,14
35.330833,139.408056,14207010,茅ケ崎市役所,茅ヶ崎市茅ケ崎１－１－１,一般局,神奈川県,14
35.333056,139.405000,14207510,茅ケ崎駅前交差点,茅ヶ崎市茅ヶ崎１－２３４０－１,自排局,神奈川県,14
35.292222,139.583333,14208020,逗子市役所,逗子市逗子５－２－１６,一般局,神奈川県,14
35.289444,139.582778,14208520,逗子市逗子,逗子市逗子５－１０－１９,自排局,神奈川県,14
35.571944,139.373056,14209010,相模原市役所,相模原市中央区中央2丁目11番15号,一般局,相模原市,14
35.522222,139.407222,14209020,相模台,相模原市南区桜台20番地1,一般局,相模原市,14
35.598333,139.343333,14209030,橋本,相模原市緑区橋本6丁目15番27号,一般局,相模原市,14
35.548611,139.356389,14209530,上溝,相模原市中央区上溝2322番地2,自排局,相模原市,14
35.141389,139.623611,14210010,三浦市城山,三浦市城山町５－１,一般局,神奈川県,14
35.374167,139.221389,14211010,秦野市役所,秦野市文京町２５８１－１５,一般局,神奈川県,14
35.369722,139.231667,14211510,秦野市本町,秦野市本町１－１０－１４,自排局,神奈川県,14
35.443333,139.368056,14212020,厚木市中町,厚木市中町１－８－１１,一般局,神奈川県,14
35.463056,139.371111,14212520,厚木市金田,厚木市金田１７２,自排局,神奈川県,14
35.484167,139.462500,14213010,大和市役所,大和市下鶴間１－１－１,一般局,神奈川県,14
35.468333,139.469167,14213510,大和市深見台交差点,大和市深見台４－１,自排局,神奈川県,14
35.400000,139.318611,14214020,伊勢原市役所,伊勢原市田中３４８,一般局,神奈川県,14
35.386944,139.281944,14214510,伊勢原市谷戸岡,伊勢原市大住台１－１－１,自排局,神奈川県,14
35.443611,139.393611,14215010,海老名市役所,海老名市勝瀬１７５,一般局,神奈川県,14
35.485278,139.410556,14216020,座間市役所,座間市緑ヶ丘１－１－１,一般局,神奈川県,14
35.307500,139.118889,14217020,南足柄市生駒,南足柄市生駒３３０－１,一般局,神奈川県,14
35.433889,139.428889,14218010,綾瀬市役所,綾瀬市早川５５０,一般局,神奈川県,14
35.525556,139.325833,14401010,愛川町角田,愛甲郡愛川町角田１０４－４,一般局,神奈川県,14
37.933056,139.082778,15201060,大山,新潟市東区大山２丁目１１番２号,一般局,新潟市,15
37.978333,139.223889,15201150,太郎代,新潟市北区太郎代４７２番地,一般局,新潟市,15
37.917222,139.081944,15201220,山木戸,新潟市東区山木戸１丁目１番２０号,一般局,新潟市,15
37.953056,139.146111,15201270,松浜,新潟市北区松浜５丁目１２番２号,一般局,新潟市,15
37.912778,139.038889,15201322,市役所,新潟市中央区学校町通１番町６０２番地１,自排局,新潟市,15
37.877222,138.988611,15201410,坂井輪,新潟市西区坂井東１丁目２番１号,一般局,新潟市,15
37.913333,139.073889,15201560,長嶺,新潟市中央区中央区長嶺町１１０番１,自排局,新潟市,15
37.435833,138.844722,15202080,長岡工業高校,長岡市幸町２－７－７０,一般局,新潟県,15
37.473889,138.860833,15202510,城岡自排,長岡市城岡２－９３８－３,自排局,新潟県,15
37.952778,139.332500,15206050,新発田,新発田市中央町５－８２１,一般局,新潟県,15
37.787500,139.124167,15207020,新津,新潟市秋葉区新栄町４番１号,一般局,新潟市,15
37.038611,137.857778,15216010,糸魚川,糸魚川市横町３丁目２５７－７,一般局,新潟県,15
37.035556,138.258611,15217050,大崎,妙高市大崎町３５４,一般局,新潟県,15
37.164444,138.276667,15222190,深谷,上越市大字三橋８４０,一般局,新潟県,15
37.964444,139.250278,15307080,杉谷内,北蒲原郡聖籠町大字藤寄字権現堂２８００－８,一般局,新潟県,15
37.177500,138.271111,15543010,西福島,上越市大字黒井字馬ノ口３９－３地先,一般局,新潟県,15
36.694722,137.203333,16201021,富山芝園,富山市安野屋町１－１－４２,一般局,富山市,16
36.746667,137.307778,16201110,富山水橋,富山市水橋畠等２９８－１１,一般局,富山市,16
36.651944,137.224444,16201140,富山蜷川,富山市赤田５０－１,一般局,富山市,16
36.738889,137.235000,16201400,富山岩瀬,富山市蓮町４－３－１０,一般局,富山市,16
36.689167,137.215278,16201510,富山城址,富山市本丸１,自排局,富山市,16
36.720833,137.239444,16201520,富山豊田,富山市豊田町２－９３－１,自排局,富山市,16
36.792222,137.057778,16202060,高岡伏木,高岡市伏木東一宮１－６,一般局,富山県,16
36.760833,137.151389,16203030,新湊海老江,射水市東明中町５－３,一般局,富山県,16
36.825833,137.410278,16204090,魚津,魚津市北鬼江１－１０７－１,一般局,富山県,16
36.836111,136.994167,16205180,氷見,氷見市窪１２４１,一般局,富山県,16
36.747778,137.353333,16206240,滑川上島,滑川市上島４７１,一般局,富山県,16
36.879167,137.449167,16207011,黒部植木,黒部市植木１１８,一般局,富山県,16
36.625833,136.991944,16208120,砺波,砺波市太田１４３９,一般局,富山県,16
36.669167,136.877222,16209100,小矢部,小矢部市泉町６２４,一般局,富山県,16
36.932778,137.508611,16342060,入善,下新川郡入善町入膳３９４５,一般局,富山県,16
36.657222,137.155000,16362010,婦中速星,富山市笹倉１２９,一般局,富山県,16
36.697500,137.102778,16381010,小杉太閤山,射水市中太閣山１７－１,一般局,富山県,16
36.588056,136.915000,16408060,福野,南砺市柴田屋１５３,一般局,富山県,16
36.053889,136.225278,18201040,福井,福井市豊島２丁目５番２６号,一般局,福井市,18
35.650556,136.065000,18202020,敦賀,敦賀市松栄町７番２８,一般局,福井県,18
35.625278,136.055833,18202190,和久野,敦賀市新和町２丁目３３番１号,一般局,福井県,18
35.905556,136.160556,18203010,武生,越前市平出１丁目６番１号,一般局,福井県,18
35.493611,135.753056,18204010,小浜,小浜市千種１－６－１３,一般局,福井県,18
35.988333,136.491111,18205010,大野,大野市水落町７－２１,一般局,福井県,18
35.965833,136.187500,18207010,神明,鯖江市水落町４丁目１３番２３号,一般局,福井県,18
35.975833,136.196111,18207050,御幸,鯖江市御幸町３丁目,一般局,福井県,18
35.933611,136.201944,18207080,鯖江東,鯖江市定次町４２番地,一般局,福井県,18
36.187778,136.145833,18361010,三国,坂井市山岸３１字１番地,一般局,福井県,18
36.209167,136.231389,18363010,金津,あわら市市姫２丁目２－１０,一般局,福井県,18
36.193611,136.270833,18363020,中川,あわら市中川１８号１０番,一般局,福井県,18
36.161944,136.228611,18366010,坂井,坂井市上新庄２８番２１,一般局,福井県,18
35.916111,136.250556,18381010,今立,越前市定友２１－５－１,一般局,福井県,18
35.545000,135.911667,18441010,三方,三方上中郡若狭町中央１－２,一般局,福井県,18
35.662222,138.568611,19201011,甲府市役所自排,甲府市丸の内１－１８－１,自排局,甲府市,19
35.480556,138.800833,19202030,吉田,富士吉田市上吉田１丁目２－５,一般局,山梨県,19
35.541944,138.896111,19204010,都留,都留市田原二丁目１２０４,一般局,山梨県,19
35.703889,138.713889,19205020,東山梨,甲州市塩山上塩後１２３９－１,一般局,山梨県,19
35.608611,138.935278,19206010,大月,大月市大月町花咲１６０８－３,一般局,山梨県,19
35.700278,138.456944,19207030,韮崎,韮崎市本町４丁目２－４,一般局,山梨県,19
35.639167,138.671667,19321030,笛吹,笛吹市石和町上平井1047-1,一般局,山梨県,19
35.284722,138.455833,19366010,南部,南巨摩郡南部町南部9103-3,一般局,山梨県,19
35.601667,138.498611,19390030,南アルプス,南アルプス市鏡中條１６４２－２,一般局,山梨県,19
35.632778,139.110000,19441030,上野原,上野原市上野原３８３２,一般局,山梨県,19
35.422222,136.758889,21201010,岐阜中央,岐阜市八ツ寺町1-7,一般局,岐阜市,21
35.381944,136.753056,21201020,岐阜南部,岐阜市茜部菱野２－１１５～１１８,一般局,岐阜市,21
35.453611,136.775556,21201030,岐阜北部,岐阜市福光東３－１９,一般局,岐阜市,21
35.420556,136.761111,21201520,明徳自動車排ガス,岐阜市明徳町１１,自排局,岐阜市,21
35.355000,136.614444,21202020,大垣中央,大垣市西外側町２－４９,一般局,岐阜県,21
35.337500,136.625556,21202050,大垣南部,大垣市築捨町１－１５９－２,一般局,岐阜県,21
36.142778,137.255556,21203010,高山,高山市花岡町２－１８,一般局,岐阜県,21
35.485278,137.503333,21206010,中津川,中津川市かやの木町２－１,一般局,岐阜県,21
35.361944,137.255833,21208010,瑞浪,瑞浪市上平町１－２９,一般局,岐阜県,21
35.316667,136.706111,21209020,羽島,羽島市竹鼻町８６,一般局,岐阜県,21
35.354444,137.178611,21212510,土岐自動車排出ガス測定局,土岐市泉池ノ上町２－３,自排局,岐阜県,21
35.407778,136.882778,21213020,各務原,各務原市蘇原中央町２－１－２,一般局,岐阜県,21
35.305833,137.170278,21541010,笠原,多治見市１１９４番地の１,一般局,岐阜県,21
34.996944,138.407778,22201030,千代田小学校,静岡市葵区沓谷５丁目４７－１,一般局,静岡市,22
34.936667,138.368889,22201060,長田南中学校,静岡市駿河区みずほ３丁目９－１,一般局,静岡市,22
34.985278,138.335833,22201090,服織小学校,静岡市葵区羽鳥6-9-1,一般局,静岡市,22
34.970000,138.379722,22201500,常磐公園,静岡市葵区常磐町３丁目１－１,一般局,静岡市,22
34.701667,137.715833,22202040,浜松中央測定局,浜松市中区鴨江２－１７－１,一般局,浜松市,22
34.723611,137.672778,22202080,西部測定局,浜松市西区神ヶ谷町３４９０,一般局,浜松市,22
34.752778,137.775278,22202120,東北部測定局,浜松市東区大瀬町2218,一般局,浜松市,22
34.691389,137.769444,22202150,東南部測定局,浜松市南区芳川町８０,一般局,浜松市,22
34.758611,137.720556,22202160,北部測定局,浜松市中区高丘東３－５１－１,一般局,浜松市,22
34.701944,137.731389,22202520,Ｒ－２５７,浜松市中区伝馬町３１１－１４,自排局,浜松市,22
34.703333,137.751111,22202530,Ｒ－１５０,浜松市中区相生町２３－２,自排局,浜松市,22
35.107222,138.856667,22203010,東部総合庁舎,沼津市高島本町１－３,一般局,静岡県,22
35.015833,138.489722,22204010,清水区役所,静岡市清水区旭町６－８,一般局,静岡市,22
34.999444,138.529167,22204020,清水三保第一小学校,静岡市清水区三保１０６９－１,一般局,静岡市,22
35.051389,138.479722,22204090,清水庵原中学校,静岡市清水区庵原２４５,一般局,静岡市,22
35.058333,138.527778,22204100,清水興津北公園,静岡市清水区興津中町１２８８,一般局,静岡市,22
35.043889,138.472500,22204510,自排神明,静岡市清水区庵原町９７－２,自排局,静岡市,22
35.092500,139.071944,22205010,熱海総合庁舎,熱海市水口町１３－１５,一般局,静岡県,22
35.118611,138.918611,22206010,三島市役所,三島市北田町４－４７,一般局,静岡県,22
35.110000,138.915833,22206510,自排三島,三島市南田町２８８－１,自排局,静岡県,22
35.221667,138.624167,22207010,富士宮市役所,富士宮市弓沢町１５０,一般局,静岡県,22
34.966667,139.100833,22208020,伊東市役所,伊東市大原２丁目１番１号,一般局,静岡県,22
34.836111,138.176389,22209010,島田市役所,島田市中央町１－１,一般局,静岡県,22
35.154167,138.677500,22210010,救急医療センター, 富士市津田  216-4 ,一般局,静岡県,22
35.170833,138.715556,22210020,吉原第三中学校,富士市比奈２１２６,一般局,静岡県,22
35.184722,138.685556,22210030,富士広見小学校,富士市広見本町１－１,一般局,静岡県,22
35.138611,138.704167,22210040,元吉原中学校,富士市鈴川中町２８－１,一般局,静岡県,22
35.191389,138.649167,22210050,鷹岡小学校,富士市久沢２－３－１,一般局,静岡県,22
35.208889,138.690000,22210060,大淵中学校,富士市大渕２９２０,一般局,静岡県,22
35.159722,138.650556,22210070,富士中学校,富士市中島３２０－１,一般局,静岡県,22
35.146944,138.767222,22210160,東小学校,富士市西船津２２０,一般局,静岡県,22
35.152778,138.669167,22210510,自排塔の木,富士市蓼原２８－１１地先,自排局,静岡県,22
35.131667,138.655556,22210520,自排宮島,富士市宮島１４２５－３地先,自排局,静岡県,22
34.718889,137.850278,22211010,磐田市役所,磐田市国府台６－１,一般局,静岡県,22
34.864722,138.311944,22212010,焼津中学校,焼津市焼津２丁目１０－２８,一般局,静岡県,22
34.768889,137.998056,22213010,掛川市役所,掛川市長谷1-1-１,一般局,静岡県,22
34.778889,138.018056,22213510,自排掛川,掛川市下西郷１１２番地地先,自排局,静岡県,22
34.844722,138.273611,22214010,藤枝大気測定室,藤枝市高柳２－３６１－３,一般局,静岡県,22
34.877222,138.267222,22214510,自排藤枝,藤枝市郡９７０,自排局,静岡県,22
35.308611,138.934722,22215010,御殿場市役所,御殿場市萩原４８３,一般局,静岡県,22
34.751111,137.928611,22216010,袋井市役所,袋井市新屋一丁目１番地の１,一般局,静岡県,22
34.789722,137.794444,22218010,浜北測定局,浜松市浜北区横須賀８００,一般局,浜松市,22
34.679444,138.945278,22219010,下田市役所,下田市東本郷１丁目５－１８,一般局,静岡県,22
35.196944,138.913611,22220010,裾野市民文化センター,裾野市石脇字佐野堰５５７番１,一般局,静岡県,22
34.718889,137.530833,22221010,湖西市役所,湖西市吉美３２６８,一般局,静岡県,22
35.017500,138.948611,22327010,大仁北小学校,伊豆の国市田京山崎７４０－５,一般局,静岡県,22
35.148889,138.622500,22381010,富士川第一中学校,富士市岩渕８５５－３,一般局,静岡県,22
35.118889,138.585000,22382010,蒲原測定局,静岡市清水区清水区蒲原新田2-2319-1,一般局,静岡県,22
34.807778,138.292500,22402010,大井川東小学校,焼津市宗高428,一般局,静岡県,22
34.739722,138.225000,22423010,牧之原市役所,牧之原市静波４４７－１,一般局,静岡県,22
34.666111,138.055000,22447010,掛川市大東支所,掛川市三俣６２０,一般局,静岡県,22
34.831111,137.671389,22522010,引佐測定局,浜松市北区引佐町井伊谷616-5,一般局,浜松市,22
35.175000,136.975556,23101010,国設名古屋大気環境測定所,名古屋市千種区鹿子殿２１－１,一般局,愛知県,23
35.193611,136.910278,23103011,上下水道局北営業所,名古屋市北区田幡２－４－５,自排局,名古屋市,23
35.200000,136.887500,23104510,名塚中学校,名古屋市西区新福寺町２－１－２,自排局,名古屋市,23
35.166667,136.865833,23105050,名楽町,名古屋市中村区名楽町４－７－１８,一般局,名古屋市,23
35.141111,136.963333,23107020,滝川小学校,名古屋市昭和区滝川町１３１,一般局,名古屋市,23
35.134444,136.883333,23110040,八幡中学校,名古屋市中川区元中野町２－１１,一般局,名古屋市,23
35.136944,136.815278,23110050,富田支所,名古屋市中川区春田３－２１５,一般局,名古屋市,23
35.101667,136.845556,23111010,惟信高校,名古屋市港区惟信町２－２６２,一般局,名古屋市,23
35.099722,136.890278,23111021,港陽,名古屋市港区港陽１－１－６５,自排局,名古屋市,23
35.073056,136.916667,23112020,白水小学校,名古屋市南区松下町２－１,一般局,名古屋市,23
35.105556,136.926111,23112060,千竃,名古屋市南区汐田町１３０４,自排局,名古屋市,23
35.080556,136.926389,23112510,元塩公園,名古屋市南区元塩町２,自排局,名古屋市,23
35.200000,136.979167,23113010,守山保健センター,名古屋市守山区小幡１－３－１,一般局,名古屋市,23
35.066389,136.940000,23114010,大高北小学校,名古屋市緑区大高町字町屋川１,一般局,名古屋市,23
35.118889,136.977500,23116010,天白保健センター,名古屋市天白区島田２－２０１,一般局,名古屋市,23
34.943611,137.191111,23202510,大平,岡崎市大平町二の沢６７,自排局,岡崎市,23
35.311944,136.811389,23203010,一宮市松降通,一宮市松降通７－２７－５,一般局,一宮市,23
34.891389,136.940833,23205050,半田市東洋町,半田市東洋町１－３－６,一般局,愛知県,23
34.823333,137.379722,23207010,豊川市役所,豊川市金屋西町３－１１,一般局,愛知県,23
35.170278,136.743056,23208530,津島市埋田町,津島市埋田町２－１２３－１,一般局,愛知県,23
